uuid,name,address,phone,email,birth_date,product,total,amount,customer_lat,customer_long,purchase_date,user_agent,is_user,purchase_flag
83,Robert Scott,"4710 Vargas Ways Suite 170 New Benjamin, HI 13661",4269646584,stephanie86@reyes.org,3/6/41,Pink Sweater,$10.99 ,5,32.0651375,-20.609147,12/4/98,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/45.0.844.0 Mobile/39H676 Safari/536.0",TRUE,1
84,Zachary Parsons,"59151 Allen Lodge Gallegostown, ME 04697",001-242-392-2389,raymondjohnson@gmail.com,3/3/13,Blue Sweater,$22.50 ,0,-60.692325,-113.13761,12/20/11,Opera/8.83.(Windows NT 10.0; ti-ET) Presto/2.9.178 Version/12.00,FALSE,1
85,Victoria Harris,"61411 John Isle Suite 538 South Renee, NH 33559",451.173.8400x285,rossjoseph@briggs.com,8/8/95,Dark Blue Slacks,$22.50 ,6,-44.824963,-135.246013,5/1/02,Opera/9.87.(Windows NT 5.2; ks-IN) Presto/2.9.188 Version/10.00,TRUE,0
86,Zachary Lawson,"922 Troy Forks Edwardland, OK 34105",179-334-5650x558,pwoods@parks-ho.info,11/11/10,Dark Blue Slacks,$10.99 ,6,19.7920635,-1.649322,10/4/10,Mozilla/5.0 (Android 1.0; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,TRUE,0
87,Dawn Bird,"0147 Dustin Villages South Robinport, PA 73885",001-767-569-1275x8627,laura13@jones.info,3/27/88,Black Leggings,$22.50 ,4,-27.452725,107.784824,1/9/15,Opera/9.17.(Windows NT 6.2; ak-GH) Presto/2.9.165 Version/10.00,TRUE,1
88,Johnny Simpson,"92122 Sanchez Freeway Apt. 913 Denisemouth, AR 78653",(410)887-2722,reynoldspatrick@dickerson.com,12/11/80,Pink Sweater,$55.99 ,5,11.154579,-60.583367,5/10/20,Opera/9.67.(Windows NT 5.2; cs-CZ) Presto/2.9.174 Version/11.00,TRUE,0
89,Stephanie Harmon,"19785 Christine Via Lindatown, DE 51979",754.017.0405x223,kimberlylevy@gmail.com,3/26/16,Dark Grey Suit,$55.99 ,2,-75.067925,-116.435856,11/22/17,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),FALSE,1
90,Cynthia Williams,"704 Simon Springs Suite 186 Jacobbury, MA 48235",310.412.2690,roy15@gmail.com,1/13/27,White Blouse,$55.99 ,1,-81.836396,6.449569,1/9/13,Opera/8.98.(Windows NT 6.2; tig-ER) Presto/2.9.187 Version/10.00,FALSE,0
91,Alicia White,"400 Galvan Avenue East Anthony, ME 94024",(483)483-8960x4773,ymitchell@hotmail.com,7/13/96,Dark Blue Slacks,$10.99 ,1,4.7161245,-169.138715,5/15/09,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; xh-ZA) AppleWebKit/534.22.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.22.3",FALSE,0
92,Shane Cook,"50236 Ruiz Port Apt. 775 South Christopher, SC 74856",8263504249,anthonyjohnston@lewis-schneider.com,4/7/68,Blue Sweater,$19.99 ,0,59.55195,94.84011,4/8/18,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.821.0 Safari/533.1",FALSE,0
93,Eric Deleon,"09503 Goodman Trace Suite 453 Sandersfort, MO 08636",(507)433-2301,arthur73@todd.com,8/31/13,Dark Blue Slacks,$10.99 ,1,-23.2420585,105.487906,6/23/21,Opera/9.72.(Windows NT 6.2; is-IS) Presto/2.9.176 Version/10.00,FALSE,0
94,Brian Newton,"8940 Huff Fork Suite 034 South Robertton, KS 87226",001-599-479-8029x48299,osmith@pierce.com,3/18/97,White Blouse,$22.50 ,0,48.2673545,127.511633,5/31/14,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),FALSE,0
95,Rachael Page,"1470 Finley Vista New Brendan, KS 08438",001-521-627-9506,chaseluis@hess-turner.com,8/29/26,Grey Sweater,$10.99 ,0,-24.438556,123.205091,7/18/07,Mozilla/5.0 (Android 4.0.2; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,TRUE,0
96,Andrew Morrison,"970 Ian Oval Port Justin, WV 18908",+1-741-012-4527x60514,jharrington@brewer.com,3/21/60,Dark Blue Slacks,$55.99 ,5,68.925861,-88.674684,4/11/10,Mozilla/5.0 (Android 4.4.2; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0,TRUE,1
97,Dustin Ortega,"709 Cole Lane Suite 605 West Anaberg, NM 43193",+1-332-860-0645x53942,ajackson@hotmail.com,6/2/98,Black Leggings,$19.99 ,0,-25.7672775,-10.869584,7/22/94,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),TRUE,1
98,Leah Morales,"5860 Johnson Rapids Apt. 665 Port Kenneth, WA 25400",001-171-220-9488x296,carolholloway@hotmail.com,10/31/23,White Blouse,$22.50 ,3,44.1220325,42.466854,5/17/02,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),TRUE,0
99,David Rivas,"3459 Cain Alley Suite 281 Georgeberg, FL 89435",(623)674-0619,barronglen@green.com,10/30/01,Black Leggings,$19.99 ,2,-38.3231165,92.80427,7/3/99,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 10_0; rv:1.9.4.20) Gecko/2018-08-26 20:23:56 Firefox/3.8,TRUE,1
100,Lisa Aguilar,"951 Smith Rue North Robertburgh, LA 55905",(417)906-1155x988,imooney@howell-kelley.com,2/11/52,Black Leggings,$10.99 ,6,74.8535705,-151.623016,5/21/21,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; lzh-TW) AppleWebKit/533.29.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.29.3",FALSE,1
101,Kathryn Harrison DDS,"329 Donna Circle North Evan, MN 88159",4694998900,terrimiller@roberts-hart.info,11/24/34,Dark Grey Suit,$19.99 ,2,-65.779496,-52.631796,10/4/01,Opera/9.29.(X11; Linux x86_64; st-ZA) Presto/2.9.176 Version/10.00,TRUE,0
102,Bonnie Duke,"4489 Priscilla Well Suite 532 South Martinchester, OH 87630",001-571-917-3157,stevensonemily@rodriguez.com,2/29/48,Dark Grey Suit,$10.99 ,1,-25.792662,-5.542763,9/24/14,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/26.0.807.0 Mobile/86R375 Safari/536.0",FALSE,0
103,Sydney Diaz,"7268 Hill Groves East Cassandra, AK 40304",365-658-2936,matthewjackson@campos-valdez.com,3/27/25,White Blouse,$19.99 ,0,42.395684,-101.047252,11/17/02,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/55.0.882.0 Safari/533.1",TRUE,1
104,William Harris,"439 Taylor Haven Lake Bonnie, NH 93905",001-262-280-4173x547,shannonwashington@yahoo.com,10/21/16,Black Leggings,$10.99 ,5,77.349552,-111.725844,3/29/94,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),TRUE,1
105,William Peterson,"729 Rosales Avenue Port Robert, AR 73989",955.861.5475x4564,david70@lopez.com,5/12/23,Blue Sweater,$55.99 ,1,60.840638,-149.706792,1/2/06,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/22.0.887.0 Safari/532.2",TRUE,1
106,Kayla Sanders,"6609 Harris Port Apt. 777 Julieside, WY 77130",(825)220-4610x2717,haleyroberts@martin-williamson.org,6/11/05,Pink Sweater,$22.50 ,3,-61.5615225,129.156614,10/7/01,Opera/9.24.(Windows NT 4.0; br-FR) Presto/2.9.185 Version/10.00,TRUE,1
107,Victor Walton,"77574 Cooper Springs Suite 717 Smithton, NM 04508",365.398.8454x5023,brianhernandez@yahoo.com,12/6/76,White Blouse,$10.99 ,1,-53.564034,-118.367778,1/4/10,Opera/9.31.(Windows 98; mni-IN) Presto/2.9.168 Version/10.00,TRUE,0
108,Kenneth Porter,"1082 Rogers Harbor Suite 691 West Scott, VT 04091",295-403-4060,robert02@smith.com,5/12/19,Pink Sweater,$10.99 ,3,73.110334,152.574939,10/16/92,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/50.0.808.0 Safari/532.1",TRUE,1
109,Rebecca Hoover,"53557 Brittney Forges East Josephchester, KY 60564",001-491-458-2046x74318,wmarshall@clements.org,5/20/36,Dark Grey Suit,$22.50 ,1,-61.6617595,-63.845054,9/18/14,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/31.0.805.0 Safari/531.2",TRUE,1
110,Jacob Jones DVM,"959 Jones Lock Suite 835 Charlesmouth, OH 63650",327-661-8344,qhenderson@hotmail.com,7/18/87,Dark Grey Suit,$19.99 ,4,-52.190794,-23.053056,12/22/19,Opera/8.60.(X11; Linux i686; el-GR) Presto/2.9.189 Version/10.00,FALSE,0
111,Joseph Craig,"782 Alexander Lake North Jasonton, OK 79847",859-394-9538,kylewright@hoffman.com,6/14/25,Pink Sweater,$10.99 ,5,-40.6365885,58.194974,12/8/08,Opera/8.74.(X11; Linux i686; sd-PK) Presto/2.9.189 Version/12.00,TRUE,0
112,Jennifer West,"985 Marie Cliff Suite 696 Doyleport, AL 92110",+1-807-828-0175x930,matthewmcdonald@anderson.com,1/17/47,White Blouse,$19.99 ,6,-78.4321045,9.085365,5/23/16,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1),TRUE,0
113,Mary Cain,"065 Cynthia Trail Apt. 818 Jomouth, IL 76402",498-488-2767,bullockchristine@gmail.com,9/17/45,Dark Grey Suit,$19.99 ,4,9.311621,-113.994627,8/19/95,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 11_9 rv:4.0; gu-IN) AppleWebKit/531.49.3 (KHTML, like Gecko) Version/5.0 Safari/531.49.3",TRUE,0
114,Amy Murphy,"645 Marc Motorway Apt. 510 East Anthony, DE 55033",532.015.3916,cynthiaweber@collins-moore.com,1/2/06,Pink Sweater,$10.99 ,0,64.4483655,-56.607477,10/11/03,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ig-NG) AppleWebKit/534.39.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.39.2",FALSE,1
115,Krista Davis,"077 Joanna Mission Suite 282 East Coreychester, RI 51795",511.228.8243,goodrachel@gmail.com,8/15/79,Pink Sweater,$55.99 ,4,-47.0162685,-8.080966,10/5/01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/22.0.882.0 Safari/532.2",FALSE,0
116,Joseph Collins,"4027 Mark Burg Apt. 478 West Phillip, SD 65309",+1-857-498-1649x9165,ubanks@gardner.com,2/6/91,Dark Blue Slacks,$10.99 ,6,-11.759015,-140.376442,5/3/19,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.7.7 (KHTML, like Gecko) Version/4.0.4 Safari/533.7.7",TRUE,1
117,Sophia Torres,"92320 Ramos Overpass Brittanymouth, VT 54723",567-599-3811,gregory44@hotmail.com,10/9/75,Dark Grey Suit,$19.99 ,1,11.614943,125.594177,1/7/93,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ln-CD) AppleWebKit/534.2.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.2.5",FALSE,0
118,Rachel Hardin,"942 Foster Islands Suite 239 Carterside, NE 67450",-6736,amber35@yahoo.com,7/8/33,Dark Blue Slacks,$19.99 ,2,79.01582,179.653381,8/12/95,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),FALSE,1
119,Roy Avila,"72346 Angela Brook Suite 704 East Christopherfurt, LA 61835",(275)860-6075x8060,christian40@hodges.com,2/7/65,Black Leggings,$55.99 ,0,41.641591,-122.51392,10/15/09,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.49.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.49.6",FALSE,1
120,Corey Harrison,"837 Raymond Mountains Mathewsview, ND 61747",236703927,phill@blanchard-cervantes.com,9/2/73,Blue Sweater,$22.50 ,6,-45.0766835,111.177073,5/20/95,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/16.0.837.0 Safari/531.1",FALSE,0
121,Tony Black Jr.,"6054 Osborn Expressway Jeffreyborough, FL 18063",(623)392-4000,raymond02@hotmail.com,9/6/18,Dark Grey Suit,$55.99 ,3,-76.287026,152.404427,4/18/02,Opera/8.39.(Windows CE; st-ZA) Presto/2.9.164 Version/10.00,FALSE,1
122,Emily Turner,"3231 Haynes Causeway Apt. 764 Port Joshua, VT 73718",3277263943,rodriguezchristopher@anderson.info,4/26/30,Dark Grey Suit,$22.50 ,1,20.3573715,101.68561,12/26/20,Opera/8.98.(Windows NT 6.0; as-IN) Presto/2.9.177 Version/11.00,TRUE,0
123,Kenneth Palmer,"04795 Sandoval Street West Julie, DC 82316",+1-313-228-6543x411,brandonbailey@simpson.com,4/7/18,Black Leggings,$10.99 ,6,-5.6037225,-118.111908,10/26/15,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),TRUE,1
124,Nichole Horton,"211 James Keys Apt. 030 West Caitlinland, TX 32791",(493)304-6370,pruittjasmine@duncan.org,11/19/74,Black Leggings,$55.99 ,0,-58.718281,-130.95245,6/22/08,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),TRUE,1
125,James Davis,"454 Sheryl Highway East Susanfort, MT 83768",+1-176-477-5722x08328,harrisdavid@gmail.com,11/2/46,Black Leggings,$55.99 ,6,56.5127295,67.830892,12/10/11,Opera/8.82.(Windows CE; el-CY) Presto/2.9.187 Version/10.00,TRUE,1
126,Lawrence Alvarado,"6945 Brandon Estate Kristinton, TX 54566",020.179.2950,cynthia33@gmail.com,11/23/09,Dark Blue Slacks,$10.99 ,0,-80.455431,55.034022,2/4/09,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/54.0.879.0 Safari/533.0",TRUE,1
127,Brianna Robinson,"868 Alexandra Corners Suite 122 Ericberg, LA 20313",594-430-0464,scottrobinson@mcguire-coleman.com,1/4/14,Black Leggings,$22.50 ,0,60.961855,147.692349,6/10/10,"Mozilla/5.0 (Linux; Android 7.1.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/16.0.859.0 Safari/533.1",TRUE,1
128,Edward Brown,"90678 Silva Plains Apt. 498 West Jessicaburgh, MT 10772",272.294.7679,zpeterson@yahoo.com,4/16/00,Pink Sweater,$22.50 ,4,63.8049165,72.413907,4/29/07,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0),TRUE,1
129,Kevin Tran,"36800 Sheri Inlet Josephshire, AL 30942",689.553.7319,samuel51@hotmail.com,8/14/00,Blue Sweater,$22.50 ,1,45.2965445,96.627057,10/13/01,Mozilla/5.0 (Android 5.0; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0,FALSE,0
130,Kelly Osborne,"834 Timothy Isle East Bethany, PA 15594",+1-254-855-6674x50068,ngibson@yahoo.com,10/9/54,Grey Sweater,$55.99 ,3,34.7565025,113.430006,11/9/98,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_4) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/17.0.859.0 Safari/531.2",FALSE,1
131,Heather Taylor,"2128 Reid Wells Suite 817 North Kenneth, CO 30737",+1-271-493-8200x00181,traci22@rivera.biz,8/20/76,Blue Sweater,$10.99 ,4,79.7545645,-40.149777,3/23/04,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.0),FALSE,0
132,Kara Carlson,"04994 Golden Underpass Suite 073 Gouldchester, ME 44840",019.890.5356x2388,erika52@yahoo.com,11/4/36,Black Leggings,$10.99 ,6,27.0770235,-155.386629,3/4/11,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),FALSE,1
133,David Watts,"2411 Elizabeth Unions Smithfurt, CO 60034",494.559.7149x5891,sanchezkimberly@hotmail.com,11/23/85,Grey Sweater,$10.99 ,3,31.882121,63.066227,5/12/14,Mozilla/5.0 (Android 11; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,TRUE,1
134,Zachary Harris,"467 Lisa Mountains Suite 652 North Nicole, VT 08679",001-343-480-3165x8180,lmartinez@hotmail.com,6/25/04,Grey Sweater,$22.50 ,1,-67.7830455,59.820483,6/11/03,"Mozilla/5.0 (Windows CE) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/18.0.880.0 Safari/533.0",FALSE,0
135,Samantha Bell,"63354 Estrada Expressway Reedview, TN 97272",070-311-1573x030,joshuamccormick@harris.biz,3/1/78,Dark Grey Suit,$55.99 ,3,-44.6837565,52.439273,10/6/92,Opera/9.88.(X11; Linux i686; as-IN) Presto/2.9.188 Version/11.00,TRUE,1
136,Kevin Mitchell,"741 Patrick Vista West Jasonstad, AL 24593",222.488.0337,jbrown@hotmail.com,3/31/20,Grey Sweater,$19.99 ,3,-70.1780895,47.915058,8/7/03,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.0),FALSE,0
137,Roy Gomez,"935 Robert Highway Derrickborough, MA 24917",001-083-667-5128x39791,zsmith@hotmail.com,11/21/36,Grey Sweater,$22.50 ,6,-25.2793295,-21.492497,10/5/16,Mozilla/5.0 (Android 4.0.4; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,FALSE,1
138,Jeffrey Armstrong,"55227 Mcgee Forges Apt. 023 Davidshire, WA 34366",768-878-9052x91738,williamsmith@brown.net,1/17/37,Black Leggings,$19.99 ,6,-20.7571485,99.529309,11/2/07,Opera/9.30.(Windows NT 4.0; lb-LU) Presto/2.9.161 Version/12.00,FALSE,1
139,Emily Stewart,"946 Gregory Union Suite 223 Sawyerview, NM 27482",358-690-5034,paul33@payne.com,4/30/79,Dark Blue Slacks,$22.50 ,0,-75.2813405,-155.184627,1/9/93,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/59.0.853.0 Mobile/05X451 Safari/532.0",TRUE,0
140,Kenneth Chang,"74540 Justin Lodge Lake Jason, MN 97691",3186038808,hsloan@yahoo.com,8/31/16,White Blouse,$22.50 ,5,51.0648025,21.203565,3/22/18,Mozilla/5.0 (Windows NT 5.2; kw-GB; rv:1.9.0.20) Gecko/2020-10-27 09:49:17 Firefox/3.6.17,FALSE,1
141,Debra Simmons,"47212 Ibarra Ports Wilsonton, CT 26686",001-095-837-0476x740,vwilson@lopez.com,5/17/32,Dark Blue Slacks,$55.99 ,3,38.5742585,-59.371459,2/11/12,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/40.0.881.0 Mobile/10L183 Safari/534.2",TRUE,0
142,Scott Valencia,"4595 Amanda Islands Port Amberville, IN 38720",910-157-3239,wstrickland@long.com,6/6/94,Blue Sweater,$10.99 ,6,-55.47894,3.172204,10/7/03,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.0m8443.0 Mobile/99J614 Safari/535.2",FALSE,0
143,Joy Cuevas,"890 Wesley Oval Suite 228 Port Shelia, NM 31948",633-787-8836,xmahoney@jones-vargas.com,10/15/21,Dark Blue Slacks,$10.99 ,2,45.8759125,-172.2901,12/3/99,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),FALSE,0
144,Jeffery Dixon,"607 Cole Village Hicksland, FL 69022",443.885.9384x26576,sherrimathews@gmail.com,12/22/73,Dark Blue Slacks,$19.99 ,1,-89.120923,-139.386503,6/8/95,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/16.4s6068.0 Mobile/02G498 Safari/535.0",TRUE,1
145,Rodney Bates,"362 Nicole Green Port Ericabury, WA 18529",6825076222,sabrina93@day.org,3/3/41,Dark Grey Suit,$22.50 ,0,-36.63362,46.722072,1/14/21,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/58.0.856.0 Mobile/13G965 Safari/531.0",FALSE,0
146,Robert Simpson,"5219 Brown Trail Apt. 593 Port Eugene, UT 83823",(540)557-3494,ochoaashley@stewart.net,7/29/50,Grey Sweater,$55.99 ,1,-2.863641,115.280461,7/24/02,Mozilla/5.0 (Windows NT 5.0; apn-IN; rv:1.9.1.20) Gecko/2014-11-01 06:56:42 Firefox/10.0,TRUE,0
147,Daniel Le,"1321 Acosta Estates Suite 911 Lake Hollytown, NM 05548",847-794-1637x372,patricia34@gmail.com,10/3/99,Grey Sweater,$19.99 ,6,67.988946,151.189147,9/13/10,Opera/8.77.(X11; Linux x86_64; the-NP) Presto/2.9.161 Version/11.00,FALSE,0
148,Carl Barry,"574 Hayden Highway South Joeview, AL 68702",556.313.8556,leondaniel@west.info,5/5/18,Black Leggings,$22.50 ,6,42.7636455,114.711869,5/4/99,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; so-SO) AppleWebKit/533.43.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.43.1",FALSE,1
149,Nicholas Brown,"8712 Brian Oval Apt. 502 Laurenmouth, ND 97392",252.498.5713,antoniogallegos@cummings-stark.org,1/20/07,Grey Sweater,$22.50 ,0,-76.7668065,15.304495,11/23/12,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.0),TRUE,1
150,Michael Hunter,"03368 Fletcher Square Kristyberg, DE 35966",+1-281-351-8588x98383,emily52@martinez-ray.biz,7/22/77,Dark Blue Slacks,$10.99 ,1,-78.8338615,-22.777601,7/6/92,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1),FALSE,1
151,Jamie Rangel,"8482 Sherry Rapids Apt. 746 Lake Laurafurt, VA 32671",+1-991-055-3418x88047,paul04@olson.com,4/17/80,Dark Blue Slacks,$19.99 ,6,-75.5080445,32.737997,6/2/96,Opera/8.55.(Windows NT 6.1; bn-IN) Presto/2.9.176 Version/12.00,TRUE,1
152,Joseph Galvan,"004 Christina Expressway Suite 603 Lake Jamesview, TX 79547",001-215-162-1260,oholloway@lewis-harmon.com,11/30/59,Blue Sweater,$19.99 ,4,88.124091,55.835075,3/8/12,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.28.3 (KHTML, like Gecko) Version/4.0.3 Safari/531.28.3",FALSE,1
153,Lisa Jackson,"020 Barnes Meadow Suite 508 Jenniferfurt, MT 94539",102.681.1644,gallagherfrank@watkins-wallace.info,3/7/05,Blue Sweater,$55.99 ,2,16.789462,163.260723,12/30/13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 10_9; rv:1.9.2.20) Gecko/2011-06-03 18:11:43 Firefox/8.0,FALSE,0
154,Jacqueline Stark,"750 Robinson Locks Suite 487 Palmershire, SC 59891",-1813,christophermerritt@murphy-austin.com,2/21/98,Dark Grey Suit,$22.50 ,5,71.490912,-167.580863,11/29/07,Opera/8.20.(Windows NT 5.2; quz-PE) Presto/2.9.175 Version/12.00,FALSE,1
155,Connor Rivas,"9454 Jeffrey Centers West Erik, ND 02943",(515)873-1537,brookskendra@yahoo.com,12/30/16,Grey Sweater,$19.99 ,2,-73.5274485,174.818693,10/22/09,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.0),TRUE,1
156,Christopher Burns,"909 Stephens Street Suite 755 Hallland, SD 60402",(014)867-0037,ortegaann@reese-mcmahon.com,11/22/79,White Blouse,$55.99 ,5,28.66565,-150.052964,11/24/93,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/24.0.893.0 Safari/531.0",TRUE,1
157,Kim Avila,"682 Elizabeth Skyway Apt. 973 West Karl, PA 84140",957.627.9992x1227,heathergood@hotmail.com,8/19/63,Blue Sweater,$19.99 ,0,71.857036,-171.282405,2/25/13,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/30.0.831.0 Mobile/94O470 Safari/535.2",TRUE,0
158,Hannah Fritz,"724 James Shore West Jacobshire, ID 86891",(772)515-3124x801,jason71@gibson-griffin.biz,1/31/43,Black Leggings,$22.50 ,6,44.229555,165.229708,6/26/10,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0),FALSE,1
159,Matthew Smith,"538 Shaun Mountains Nguyenbury, AK 63669",-8583,gregory32@gmail.com,12/16/96,Dark Grey Suit,$22.50 ,5,42.6006225,114.603911,10/7/97,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_6 rv:6.0; nso-ZA) AppleWebKit/533.49.6 (KHTML, like Gecko) Version/5.0.1 Safari/533.49.6",FALSE,0
160,Jennifer Bean,"4147 Davis Forks Port Benjamin, HI 40024",878-401-7499,kevin25@yahoo.com,3/13/37,White Blouse,$22.50 ,3,-62.1684515,-124.210989,12/31/15,Opera/9.71.(X11; Linux x86_64; mn-MN) Presto/2.9.175 Version/10.00,TRUE,1
161,Sean Costa,"18563 Russell Course South Jesusport, VT 82605",890-255-4754,david30@gmail.com,1/8/97,Blue Sweater,$55.99 ,1,36.172373,-39.703598,8/22/01,Opera/9.54.(X11; Linux x86_64; yue-HK) Presto/2.9.179 Version/10.00,FALSE,0
162,Kevin Romero,"36667 Ethan Points South Carlaton, MD 26579",(765)316-9902x9731,wrobinson@gmail.com,3/14/81,Dark Grey Suit,$19.99 ,1,-38.4093915,14.198611,6/13/08,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),TRUE,1
163,Jeffrey Scott,"47628 Brian Landing Paulburgh, AK 17953",001-364-891-6559x778,kwilson@hotmail.com,8/23/12,Grey Sweater,$22.50 ,3,88.5761035,69.648976,7/23/97,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),FALSE,0
164,Gina Kennedy,"42031 Cooper Mountains Apt. 484 East Monicaview, WA 08568",369.696.0059,hestermark@garcia-stewart.com,1/7/92,Pink Sweater,$10.99 ,4,-77.8687955,27.221521,9/14/09,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-08-27 16:51:56 Firefox/7.0,FALSE,0
165,Katie Vincent,"32264 Craig Station East Brittany, RI 53219",2988068125,iburke@hotmail.com,12/5/88,White Blouse,$55.99 ,2,-4.6525085,145.26759,7/17/12,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/54.0.814.0 Safari/536.0",TRUE,1
166,Stacy Rojas,"3980 April Mews Suite 241 Muellershire, OH 69924",944.510.5351x15132,crussell@peterson-jordan.com,7/6/15,Dark Blue Slacks,$22.50 ,1,22.3047795,44.005797,6/3/01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 9_9) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/50.0.880.0 Safari/533.0",FALSE,1
