name,address,phone,email,birth_date,product,total,amount,customerLat,customerLong,product_desc,purchase_date,user_agent,is_user,tag
David Cummings,"190 Jacqueline Road
Robertport, IN 10259",982.744.3890x61308,tiffany07@yahoo.com,9/20/29,Blue Sweater,$19.99 ,0,-24.4793985,26.158304,Realize anything worry type benefit idea degree. Or sport system sister because. High south week by.,11/9/03,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_1; rv:1.9.5.20) Gecko/2020-08-05 07:01:55 Firefox/3.6.17,FALSE,1
Tara King,"1628 Michael Passage
North Katherineport, CA 31167",001-863-900-2380,moorepamela@anderson.com,8/18/07,Grey Sweater,$19.99 ,0,-81.1601815,179.251571,Nice child agreement third lot read first. When listen Democrat eight glass. Way let million decision something anyone and.,10/17/94,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; kn-IN) AppleWebKit/531.16.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.16.5",FALSE,1
Michael Ryan,"Unit 9618 Box 9535
DPO AP 58557",478-963-7214,raymond47@gmail.com,9/27/72,Blue Sweater,$10.99 ,1,-12.576702,139.162563,"Side represent last blue suddenly its. Daughter treatment hot them American.
Perform experience sign stuff among low wife. Ahead into people. Cut education compare might sea experience.",5/4/02,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 6_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/50.0.847.0 Safari/532.0",FALSE,0
Angela Knight,"PSC 3510, Box 8115
APO AE 60319",001-508-864-0031x155,randall90@smith.com,3/12/80,Dark Grey Suit,$10.99 ,1,0.9098475,157.22378,"Economy race like cut. Range move return condition person southern section. Small economy finish scientist.
Direction mission effect early five truth. Use happen right within.",4/3/12,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ka-GE) AppleWebKit/533.11.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.11.7",TRUE,0
Madeline Parker,"502 Melanie Ridges Apt. 966
New Gregory, AL 94974",095-097-8080x3864,john64@hotmail.com,9/4/09,Dark Blue Slacks,$55.99 ,4,1.509327,69.454665,Important oil population address. Feeling senior and scientist fear party. Picture fast write young forget book knowledge.,3/28/19,Opera/9.81.(Windows NT 10.0; ak-GH) Presto/2.9.188 Version/12.00,FALSE,1
James James,"0577 Carl Forge Apt. 479
Boyermouth, OK 22147",+1-476-344-9145x26107,jessica43@villa.com,6/26/04,Grey Sweater,$10.99 ,2,83.1821655,58.063134,"Pass realize create give. Relate appear set news.
Service stage know nor. Voice data really approach task.
Truth test source turn. Wish yard sing number degree. Whatever source star professor very.",9/23/93,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1),FALSE,1
Ellen Sanchez,"847 Jeanette Trafficway
Baileyfort, ME 68437",456-863-3171x2560,maria23@nunez.net,3/15/14,Dark Blue Slacks,$19.99 ,3,10.841642,-96.888306,"Help run tell choice card. Find certain listen carry. Unit know behind west generation.
Federal less economic end rather effect concern.",11/14/11,Opera/9.67.(X11; Linux i686; ti-ER) Presto/2.9.167 Version/10.00,FALSE,1
Amy Gonzalez,"882 Buck River Suite 362
Charleshaven, NE 04544",+1-519-463-9345x396,gonzalezkimberly@carrillo-miller.biz,1/10/30,Dark Grey Suit,$22.50 ,2,-10.480259,-65.959043,"Others a land free plan. Say themselves stuff community choice.
Article minute red age two. However become pretty cup. International popular I best claim leg great.",7/25/14,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2011-11-10 22:19:51 Firefox/13.0,FALSE,1
Craig Ramos,"99955 Diamond Forge Apt. 293
South Teresa, MD 93066",448-815-1892,michael77@yahoo.com,9/27/07,Grey Sweater,$55.99 ,3,-86.2669485,8.238844,"From pretty share would. Daughter Mr some single send shoulder.
Response end television various evidence tough. Across should picture follow piece light. Over nor draw protect five suggest.",6/24/98,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/45.0.862.0 Mobile/24M177 Safari/536.0",TRUE,0
Ronald Walker,"USNV Powell
FPO AP 01548",664.659.7971,zbaker@yahoo.com,6/16/12,Grey Sweater,$22.50 ,1,35.989812,-76.363441,Perform newspaper administration history employee so speak. Safe mean up inside notice with blue. Doctor eat fast exist image several.,6/26/12,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2020-12-30 07:58:33 Firefox/3.6.18,FALSE,1
Kelsey Cook,"82250 Lawrence Shoal
West Jessicaville, NH 28251",208-730-7631x8510,joshuasnow@gmail.com,9/19/89,Grey Sweater,$19.99 ,5,57.2447785,30.174533,"Traditional under though theory stock.
Many conference practice maintain inside environmental. Already real because still. Similar trial production kind.",9/9/08,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/44.0.888.0 Safari/534.0",TRUE,1
Randy Maldonado,"172 Wagner Harbors
North Zacharyfort, NJ 56788",001-782-092-9847x25912,lvega@yahoo.com,5/24/43,Blue Sweater,$19.99 ,6,-19.3372725,67.852305,"Let American although keep. Federal likely lay also go star floor. Push these form always wonder Democrat gun hand.
National admit other far. Option family those thus camera I.",11/14/05,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),FALSE,0
Jordan Rose,"3813 Adriana Courts Apt. 901
Rioshaven, PA 52841",+1-412-588-1667x44361,ahopkins@gmail.com,6/13/61,Grey Sweater,$22.50 ,0,89.10638,-48.480642,"Future be also result account. Pattern imagine lead.
Dark instead either to grow little senior.
Fear similar true risk group interest. Pm much chair shake them parent believe lose.",3/25/11,Opera/8.54.(X11; Linux i686; mai-IN) Presto/2.9.189 Version/11.00,FALSE,0
Troy Clark,"680 Gray Ramp Apt. 835
Lake Kimberlyside, MS 62206",845.534.4942x760,galexander@phelps.biz,8/28/69,Grey Sweater,$55.99 ,1,56.015606,-27.522365,"Check three bring prepare option.
Reduce upon change wear news. Although ask candidate maybe. Drop whether which this. Turn ok school later agree dark western little.",8/14/01,Mozilla/5.0 (Windows NT 10.0; kl-GL; rv:1.9.1.20) Gecko/2020-03-10 01:56:45 Firefox/14.0,FALSE,0
Mrs. Tracey Miller,"2978 Debra Oval
West Daniel, NV 06321",323-090-1073x9963,pgibson@bartlett-drake.org,1/4/97,White Blouse,$10.99 ,0,-20.8516425,95.320546,"Market stock defense let. Throw find far may. Turn artist not citizen sister.
Spend begin family black college our window. And student shake memory million. Result get believe indicate.",4/15/13,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0),TRUE,0
Joshua Booth,"PSC 6438, Box 7923
APO AA 99670",(323)591-6198x359,hodonald@yahoo.com,11/15/07,White Blouse,$10.99 ,2,-72.304153,157.936596,"Make loss school central all through. Interview put plan. This figure while light seem.
Tree hear development decide area trade.",1/20/97,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),FALSE,0
Erica Nash,"1052 Moore Estate Suite 540
Angelamouth, TX 43312",001-013-059-9901x59395,marygutierrez@ferguson.info,11/7/64,Grey Sweater,$22.50 ,6,14.9004365,-40.115989,Set simply structure story particularly. Win tax which lead stop media. Bank scientist high garden trade outside entire.,7/19/07,Mozilla/5.0 (Android 3.2; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,TRUE,0
Gerald Allen,"6370 Stark Pike Suite 704
West Tracyfurt, AL 80250",706-342-0041x1609,hchan@griffin.com,7/13/13,Grey Sweater,$19.99 ,6,77.460102,23.84098,"Current receive stock full. About fire phone player agent church alone yard.
Do treat make sense threat key those. Book happen yourself analysis.",7/9/12,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.0),TRUE,0
Mario Lawson,"5520 Anthony Landing Suite 535
West Markbury, MS 43742",919.727.8750x29989,carmenshields@brown.com,12/31/16,White Blouse,$19.99 ,3,66.0980385,108.682749,Room husband chance evidence. Could put training college finish economy surface. Knowledge into much.,10/22/96,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mt-MT) AppleWebKit/535.4.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.4.6",FALSE,0
Kristopher Walker,"49795 Le Parkways Apt. 350
East Karenburgh, LA 77368",+1-524-962-0300x404,bennettglenn@hotmail.com,9/6/60,White Blouse,$10.99 ,4,-22.311098,35.84055,Term music before month. Pressure by particularly until. Them mind near owner.,10/15/01,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 8_4) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/19.0.843.0 Safari/533.0",TRUE,1
Mason Johnson,"8492 Wilson Glens Apt. 659
South Angelaton, IA 19043",926.463.1739,nicolebrown@gmail.com,7/8/24,Dark Blue Slacks,$55.99 ,5,-71.8776225,91.294532,Return able generation since choose green show. Under skin machine report give allow occur like. Note throw look miss.,5/9/93,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.15.5 (KHTML, like Gecko) Version/5.0.1 Safari/533.15.5",TRUE,1
Eric Jackson,"413 Courtney Falls Apt. 478
Morganside, PA 95515",913.056.0480x3204,stevestewart@yahoo.com,12/30/75,White Blouse,$10.99 ,3,-83.1393475,121.000345,"But evening full school civil present. Some who yard. Eye oil whole ever dog government. Almost director bag quickly throughout.
Eye beautiful right mention receive your for.",8/28/95,Opera/9.78.(Windows NT 6.0; tn-ZA) Presto/2.9.174 Version/12.00,FALSE,0
Johnathan Poole,"71588 Gregory Mountains
Boydbury, GA 40365",+1-926-755-6744x8648,tramos@yahoo.com,12/4/90,Dark Grey Suit,$22.50 ,2,63.4782235,-9.899072,"Exist on sea society. Receive suggest it strong science. Huge stage table explain various.
Manage sister it. View try foot pull traditional him specific.",7/13/10,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),FALSE,0
Connie Garcia,"2057 Brian Walks
Lake Brandiborough, MN 42453",(817)937-9400,tammy13@clark.biz,10/30/06,Dark Grey Suit,$10.99 ,6,5.575902,154.931669,"Market fact middle member. Respond human out.
Quality maintain professional bad others. Wrong individual country night can.",3/25/02,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),TRUE,1
Eric Miller,"90534 Patricia Spring Suite 601
Lake Erika, GA 52733",(963)449-4388,matthew21@hampton.com,10/20/87,Dark Grey Suit,$22.50 ,6,2.58887,-124.075546,"Chance material kid sometimes trial point hand. No interesting course care top responsibility.
Than study claim baby parent. List easy president small interest expect.",8/14/94,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/47.0.869.0 Safari/532.1",TRUE,0
Christine Miles,"USNV Chandler
FPO AE 74935",5837141508,vanessadavis@hotmail.com,7/8/76,Blue Sweater,$55.99 ,4,43.928963,125.892813,Party perform rest build dark. War lay party result attack. Matter wide like no.,2/9/98,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/49.0.864.0 Safari/532.0",FALSE,1
Pamela Lee,"218 Thomas Lakes
Andersonborough, DC 85758",756.760.0374x2919,mitchellanthony@stokes.com,5/17/97,Blue Sweater,$55.99 ,1,-65.3719725,108.095241,"Trade share friend Congress this big. Mission glass bank always establish.
Candidate brother far near organization federal. Serious inside win forget challenge he million.",9/4/17,Opera/9.16.(Windows CE; iw-IL) Presto/2.9.164 Version/11.00,TRUE,0
Joshua Spencer,"5092 Tiffany River Suite 698
North April, AL 36595",001-302-788-9321x98290,fergusondavid@hotmail.com,8/12/32,Grey Sweater,$10.99 ,6,-25.5680345,-65.971231,"Claim safe dream it. Common song apply side focus between decade. Would challenge arrive tax article matter understand performance.
Pay director meet improve. Accept people thought series.",8/17/16,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/14.0.841.0 Safari/532.1",TRUE,0
Derrick Torres,"58117 Moran Groves Apt. 706
Lake Aaronstad, KY 40775",933-218-3117x3291,jonesheather@yahoo.com,2/4/41,Blue Sweater,$55.99 ,1,61.8023715,-128.581119,Happen past expect. Bag risk management beyond. Toward hot happy interview attention administration among special. Prepare no less drive.,9/26/10,Opera/9.22.(Windows 98; ky-KG) Presto/2.9.189 Version/10.00,FALSE,1
Cindy Jimenez,"66421 James Ranch Apt. 948
Lake Michaelburgh, HI 82791",001-349-217-7776x53981,nelsonkayla@hotmail.com,10/27/16,Blue Sweater,$55.99 ,2,25.9462035,69.342561,"So natural edge it body. Least him community evidence.
Seek enjoy crime impact young left. Production back those consumer family whatever.",8/18/09,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 12_2 rv:4.0; af-ZA) AppleWebKit/532.7.7 (KHTML, like Gecko) Version/4.0.4 Safari/532.7.7",FALSE,1
Jaclyn Lee,"27395 Samuel Parkways
South Aaron, OH 43391",+1-124-335-0717x341,rross@sellers.net,6/24/77,Grey Sweater,$10.99 ,5,72.450202,129.261641,"Off compare wish information. Where identify much Democrat TV.
Maybe instead management market lead.
Cover choose full close smile. Society wall floor check their provide find reduce.",7/17/94,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/33.0.856.0 Safari/534.2",TRUE,0
Jamie Watkins,"8001 Allen Mountain
Jonesside, MD 98476",017-835-5473x74706,gallegosjonathan@boyle-allen.com,8/8/11,Dark Grey Suit,$22.50 ,0,-12.023503,-138.471891,"Experience collection price environment world she hope. Really begin hot where. Home coach machine service.
Power policy Mrs him exist. Each door customer do player during reflect.",1/29/09,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),TRUE,0
Karen Wallace,"6967 Dunlap Lock
Karenstad, IA 74674",318-544-5689,briannanguyen@hotmail.com,10/21/57,Black Leggings,$55.99 ,2,-62.251497,61.545264,"Apply reach your. General someone represent provide. Field fight human admit similar.
Campaign return media pay remember. Themselves she account war member anyone assume.",7/25/92,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.31.6 (KHTML, like Gecko) Version/4.0 Safari/534.31.6",FALSE,1
Daniel Crosby,"68281 Robin Tunnel
Stoneview, NC 90054",635-573-2686,erica48@hotmail.com,4/1/22,White Blouse,$19.99 ,2,-33.619598,-162.352017,"Series skill high by partner tend. Yeah science poor argue.
Player hit civil. Risk much moment. Behavior bank easy draw wind.",1/4/15,Mozilla/5.0 (Android 2.3.6; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,FALSE,0
Michael Hunt,"030 Gary Trafficway
New Natalie, AZ 40004",907.073.8321,mary36@hotmail.com,4/4/05,White Blouse,$19.99 ,1,35.6103205,158.983568,"Or decision town sure enter fact. Amount record our official young door training.
Energy remember measure argue. Staff hotel face stay.",12/19/94,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),FALSE,0
Carolyn Morales,"2294 Mark Pine
Mullinstown, TN 36754",6587699371,lisawallace@gmail.com,1/26/51,Pink Sweater,$10.99 ,6,-1.995123,138.616824,Vote doctor story eight concern. Suggest plant week certain radio. Business trial agency trade others value.,2/6/98,Mozilla/5.0 (Android 5.0.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,TRUE,1
Ashley Ortiz,"2474 Nathan Prairie Suite 644
East Angelachester, OH 50143",+1-401-928-2526x826,barrettsierra@thomas.info,8/9/57,Grey Sweater,$10.99 ,3,26.1312185,-8.711831,"Another more score lead they program. Everybody trial page activity side break.
Dream budget represent local beautiful officer. Ten drug clearly law security Mr.",12/9/17,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/49.0.820.0 Safari/534.1",FALSE,0
Mary Dixon,"9536 Carey Springs Suite 661
Mcneiltown, OK 87630",-4811,amy61@yahoo.com,4/8/89,Black Leggings,$22.50 ,2,66.251689,-121.605944,"Rate catch people want rather deep improve establish.
National best same expert. Stay machine under turn situation. Force friend nothing degree girl.",4/6/91,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_3; rv:1.9.3.20) Gecko/2020-12-07 14:40:25 Firefox/4.0,FALSE,0
Abigail Coleman,"2557 Amanda Square
East Andrea, LA 42687",(262)162-0760,bensonholly@hotmail.com,9/17/93,Blue Sweater,$55.99 ,3,-61.5718645,-55.296391,"High drug father show. Range among not recently group year.
Herself approach natural heavy medical. Five case boy consumer newspaper star.",5/17/99,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),TRUE,1
Elizabeth Torres,"Unit 5578 Box 2912
DPO AP 18114",+1-947-531-3026x163,dawn85@yahoo.com,10/31/08,White Blouse,$22.50 ,3,-89.055139,-36.559639,Truth before voice form. Reduce wrong indeed reflect foreign. Situation health marriage company environment. Ten civil southern us create.,6/17/19,Opera/9.18.(Windows NT 5.2; tn-ZA) Presto/2.9.164 Version/10.00,TRUE,1
Hannah Mcdowell,"56912 Brown Gardens Suite 275
Lake Ian, NH 70956",(476)291-1271x877,stephenreeves@gmail.com,10/25/00,Blue Sweater,$10.99 ,5,-86.851323,-140.930983,"Under hour finally understand. Ground eight guess thing the show interview. Tax agreement behavior important mind. Woman when hour.
See or follow charge. Newspaper our heart least up.",11/1/08,Opera/9.81.(X11; Linux i686; ayc-PE) Presto/2.9.169 Version/12.00,FALSE,0
Lisa Collins,"0078 Seth Turnpike Apt. 825
South Frank, IN 59900",404.960.0040x971,mcmahondebra@gmail.com,1/25/81,Black Leggings,$22.50 ,2,23.051006,87.291734,"Only social pressure blue. People baby still culture white modern.
Science determine guess laugh state under increase. Toward next word argue sister she. West perhaps front science would talk.",12/16/91,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/33.0.857.0 Safari/531.0",FALSE,0
Patrick Smith,"5645 Skinner Lock Apt. 164
Smithborough, IA 50234",001-172-510-2009x19737,kaitlin46@johnson-walker.com,7/5/68,Blue Sweater,$22.50 ,2,69.8296115,137.007549,"Only away east test into help garden development. Traditional two huge turn general art how.
There less image relationship performance purpose. Sort sister few eat.",5/5/02,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2010-10-20 15:08:34 Firefox/3.8,TRUE,0
Elizabeth Hall,"8411 Dixon Coves Apt. 177
Goodwinport, ID 74335",297-867-0116x07863,staceydaniels@hotmail.com,4/1/10,Black Leggings,$19.99 ,4,63.6587025,-136.952735,"Record within law wonder project. Off base carry about oil every group class.
Begin thousand see something beyond sort. Late order new Democrat would.",8/26/12,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/20.0.847.0 Safari/531.1",FALSE,0
Daniel Bailey,"166 Karen Locks Apt. 919
Jenniferstad, TX 25443",838.543.6825,benjaminkim@cruz.org,3/9/60,Black Leggings,$10.99 ,0,-89.695191,96.146456,Speech vote car apply. Point defense young ground serious blood although fly. Small growth resource shake available impact.,9/9/07,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; the-NP) AppleWebKit/532.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.29.7",TRUE,0
